intelligentx	IntelligentX	Hero	hero	hero	true	4182
interior-features	Interior Features	Features	features	hero	false	4752
kova-features	Kova Features	Benefits	features	hero	false	12180
kova-testimonial	Kova Testimonial	Testimonial	testimonials	hero	false	6063
launchex-about	LaunchEx About	About	about	hero	true	6908
launchex-submissions	LaunchEx Submissions	Features	features	hero	false	4777
layered-depth	Layered Depth	Landing Page	hero	landing	false	12174
learnly	Learnly	Hero	hero	hero	false	16419
liquid-glass-cta	Liquid Glass CTA	CTA	cta	hero	true	10077
liquid-glass-features	Liquid Glass Features	Features	features	hero	false	9128
luxury-botanical	Luxury Botanical	Landing Page	hero	landing	false	35731
luxury-real-estate	Luxury Real Estate	Landing Page	hero	landing	false	13462
media-card-carousel	Media Card Carousel	Slider	carousel	hero	false	5840
minimal-workflow-saas	Minimal Workflow SaaS	SaaS	hero	hero	false	10896
modern-hr-dashboard	Modern HR Dashboard	Dashboard	hero	hero	false	13276
mouse-trail-cta	Mouse Trail CTA	CTA	cta	hero	false	5721
mythic-naturecore	Mythic Naturecore	landing page	hero	hero	false	8039
naturecore-saas	Naturecore SaaS	Hero	hero	hero	false	8070
neo-museum	Neo Museum	Website	hero	hero	true	15036
nex-max-upgrade	Nex Max Upgrade	Pricing	pricing	hero	false	6647
nexacore-control	NexaCore Control	Features	features	hero	true	8666
nexacore-process	NexaCore Process	Process	features	hero	false	10615
nexacore-results	NexaCore Results	Features	features	hero	true	9261
nexora-features	Nexora Features	Features Section	features	hero	false	4555
nike-hover	Nike Hover	Features	features	hero	true	13726
nimbus-demo	Nimbus Demo	Dashboard Demo	dashboard	hero	false	14389
nimbus-grid	Nimbus Grid	Landing Page	hero	landing	false	16697
nimbus-ops	Nimbus Ops	CTA	cta	hero	false	16893
nimbus-pricing	NimBus Pricing	Pricing	pricing	hero	false	13062
nimbus-security	Nimbus Security	Cards	features	hero	false	12818
nimbus-sticky-cards	Nimbus Sticky Cards	Cards	features	hero	false	12638
no-code-waitlist	No-Code Waitlist	Waitlist	hero	hero	true	6532
novadesk-signup	NovaDesk Signup	Signup	hero	hero	false	4156
orbis-cards	Orbis Cards	Cards	features	hero	false	5533
orbis-cta	Orbis CTA	CTA	cta	hero	false	7573
orbis-hello	Orbis Hello	About	about	hero	true	5232
pixel-grid-hover	Pixel Grid Hover	Case Studies	blog	hero	true	8672
portal	Portal	Hero	hero	hero	true	5718
portfolio-about	Portfolio About	About	about	hero	true	5431
projects-catalog	Projects Catalog	Projects	features	hero	false	7197
prosthetics-hero	Prosthetics Hero	Hero	hero	hero	true	3421
pulse-3d	Pulse 3D	3D Website	hero	hero	false	20786
radial-diagram	Radial Diagram	Testimonials	testimonials	hero	true	5364
retro-futurist	Retro-Futurist	Hero	hero	hero	true	5713
rocket-cta	Rocket CTA	CTA	cta	hero	true	11622
rocket-faq	Rocket FAQ	FAQ	faq	hero	false	10808
rocket-pricing	Rocket Pricing	Pricing	pricing	hero	true	8841
saas-pricing-flow	SaaS Pricing Flow	Pricing	hero	hero	false	5969
scroll-landing	Scroll Landing Page	Interactive	hero	hero	false	15732
scroll-marquee	Scroll Marquee	Marquee	carousel	hero	false	4119
shop	Daisy Shop	Ecommerce	hero	landing	false	14382
solace-sign-in	Solace sign-in	Sign In Form	form	hero	false	15138
speakup-venture-hero	SpeakUp Venture Hero	Hero	hero	hero	false	3854
stark-minimal-footer	Stark Minimal Footer	Footer	footer	hero	true	5437
stellar-launch	Stellar Launch	Landing Page	hero	landing	false	10792
tech-noir-about	Tech-Noir About	About	about	hero	true	3555
technical-specifications	Technical Specifications	Tabs	features	hero	false	13885
travel-hero	Scenic Travel	Landing Page	hero	landing	false	21419
vaultshield	VaultShield	Hero	hero	hero	true	4734
veloce-cards	Veloce Cards	Cards	features	hero	false	4540
velorix-iic	Velorix IIC	Hero	hero	hero	false	9255
visual-hero	Visual Hero	Hero	hero	hero	true	8275
waitlist-hero	Waitlist Hero	Hero	hero	hero	false	5819
wanderful-hero	Wanderful Hero	Travel	hero	hero	true	4223
deck-investor	Investor Deck	Investor Presentations	hero	hero	false	10864
vitara-hero	Vitara	Landing Page	hero	hero	false	3623
11	Weblex Dark Hero	Landing Page	hero	hero	false	2547
8	New Era Automotive Hero	Automotive	hero	hero	false	2688
bionova-hero	Bionova Biotech	SaaS	hero	hero	false	3902
19	Viktor Portfolio	Portfolio	hero	hero	false	2693
finlytic-hero	Finlytic AI Agent	SaaS	hero	hero	false	3116
nova-space-landing	NOVA Space Systems	Landing Page	hero	landing	false	5106
zenith-realty-landing	Zenith Realty	Landing Page	hero	landing	false	7094
nexar-hero	Nexar	Hero Section	dashboard	hero	false	8357
akor-security-landing	AKOR Security	Landing Page	hero	landing	false	5451
prioritize-hero	Prioritize	Hero Section	hero	hero	false	6216
13	Framelix 3D Studios	Agency	hero	hero	false	2977
planet-orbit-hero	Planet Orbit	SaaS	hero	hero	false	3224
mindloop-hero	Mindloop	SaaS	hero	hero	false	2949
nexus-hero	Nexus IT Solutions	Hero Section	hero	hero	false	2270
nickel-hero	Nickel Payments	SaaS	hero	hero	false	2661
orbit-web3-hero	Orbit Web3	Web3	hero	hero	false	3217
4	Datacore SaaS Hero	SaaS	hero	hero	false	2660
2	Taskora SaaS Hero	SaaS	hero	hero	false	2748
0	Wealth Video Hero	Fintech	hero	hero	false	2021
apex-saas-hero	Apex SaaS	SaaS	hero	hero	false	5287
15	Dark Portfolio Hero	Portfolio	hero	hero	false	5526
vertex-ai-hero	VertexAI Hero	Hero Section	hero	hero	false	12242
keep-ahead-features	Keep Ahead Features	Features Section	features	hero	false	9132
benefits-features	Benefits Features	Features Section	features	hero	false	5910
zenith-footer	Zenith Footer	Footer Section	footer	hero	false	4256
digital-reality-hero	Digital Reality	Social Media	social-media	hero	false	4303
community-cta	Community CTA	CTA Section	cta	hero	false	6576
package-fits-pricing	What Package Fits You	Pricing	hero	hero	false	9163
3d-story	3D Story	Landing Page	hero	hero	true	19051
wellness-hero	Wellness Hero	Hero	hero	hero	true	4719
404-planet	404 Planet	404	404	hero	true	7598
saas-value	SaaS Value	SaaS	hero	hero	true	8755
interactive-discovery	Interactive Discovery	Hero	hero	hero	true	6894
audio-showcase	Audio Showcase	Hero	hero	hero	true	6927
neural-interface	Neural Interface	Landing Page	hero	hero	false	34002
cosmic	Cosmic	Hero	hero	hero	false	9217
bl	Bloom	Landing Page	landing	hero	false	41396
future-state	Future-State	Landing Page	hero	landing	false	8143
luxury-focus	Luxury Focus	E-commerce	landing	landing	false	9692
synthesis	Synthesis	Landing Page	hero	landing	false	5459
conversion	Conversion	Hero	hero	hero	false	5900
cyberpunk-reveal	Cyberpunk Reveal	Hero	hero	hero	false	7086
gateway-portal	Gateway Portal	Landing page	hero	hero	false	10770
